camis,dba,boro,building,street,zip,phone,cuisine_description,critical_flag,score,grade,is_closed,violation_count,inspection_year,inspection_month,inspection_day,total_inspections,violation_ratio
41574514,nanatori japanese restaurant,brooklyn,162,montague street,11201.0,7185225555,japanese,53,25.11392405063291,0.7613636363636364,0,84,2019,05,02,88,0.9545454545454546
41577604,diamond krust,brooklyn,387,utica avenue,11213.0,7184676720,caribbean,55,32.69512195121951,0.8541666666666666,0,90,2019,05,02,96,0.9375
41588415,big new york fried chicken,brooklyn,1922,nostrand avenue,11226.0,7188262278,chicken,18,14.30232558139535,1.5319148936170213,0,43,2019,05,02,47,0.9148936170212766
41588813,6321 yuan bao,brooklyn,6321,8 avenue,11220.0,7188361663,chinese,9,12.375,1.875,0,14,2019,05,02,16,0.875
41602657,wats on your plate,manhattan,513,west  145 street,10031.0,2122344411,caribbean,56,35.1764705882353,0.6966292134831461,0,82,2019,05,02,89,0.9213483146067416
41615861,the saint austere,brooklyn,613,grand street,11211.0,7183880012,american,9,14.076923076923077,1.9285714285714286,0,14,2019,05,02,14,1.0
41623654,top taste restaurant,brooklyn,6307,8 avenue,11220.0,7188338806,chinese,39,21.703703703703702,1.2222222222222223,0,54,2019,05,02,54,1.0
41629150,american museum of the moving image,queens,3601,35 avenue,11106.0,7187776800,cafãcoffeetea,21,17.903225806451612,1.1612903225806452,0,31,2019,05,02,31,1.0
41643160,haagen dazs beer cart,manhattan,2,penn plaza,10121.0,2126300320,ice cream gelato yogurt ices,6,9.11111111111111,1.4,0,15,2019,05,02,15,1.0
41645852,harlem public restaurant,manhattan,3612,broadway,10031.0,2129399404,american,27,17.666666666666668,0.8636363636363636,0,44,2019,05,02,44,1.0
41654555,new king wok restaurant,manhattan,2025,7 avenue,10027.0,2122222868,chinese,12,13.647058823529411,2.1176470588235294,0,17,2019,05,02,17,1.0
41661367,the chipped cup,manhattan,3610,broadway,10031.0,9179519215,cafãcoffeetea,20,15.5,1.3333333333333333,0,36,2019,05,02,36,1.0
41666477,cafe to go,queens,2858,32nd st,11102.0,7187212848,american,9,10.5,2.357142857142857,0,14,2019,05,02,14,1.0
41675589,aji sushi house,queens,3606,ditmars blvd,11105.0,7187778885,japanese,42,21.07936507936508,1.1470588235294117,0,63,2019,05,02,68,0.9264705882352942
41678866,golden city,manhattan,2545,amsterdam avenue,10033.0,2127811979,chinese,13,14.633333333333333,1.3333333333333333,0,30,2019,05,02,30,1.0
41687913,starbucks,manhattan,350,west   42 street,10036.0,2122444176,cafãcoffeetea,2,7.7,3.0,0,10,2019,05,02,10,1.0
41690772,great wall,bronx,594,grand concourse,10451.0,7189935420,chinese,18,11.407407407407407,2.0,0,27,2019,05,02,27,1.0
41699967,new king house,queens,11115,roosevelt avenue,11368.0,7184467523,chinese,32,20.583333333333332,0.84,0,44,2019,05,02,50,0.88
41701493,dunkin donuts baskin robbins,queens,13320,rockaway boulevard,11420.0,7188802130,donuts,30,18.2,1.3636363636363635,0,55,2019,05,02,55,1.0
41713066,kashkaval garden,manhattan,852,9 avenue,10019.0,2122451758,mediterranean,23,17.565217391304348,1.434782608695652,0,46,2019,05,02,46,1.0
41714251,mammys sports bar,staten island,293,port richmond ave,10302.0,3477824003,spanish,6,11.352941176470589,0.9130434782608695,0,23,2019,05,02,23,1.0
41714685,chopt,manhattan,666,3 avenue,10017.0,6468639052,salads,5,11.333333333333334,2.769230769230769,0,13,2019,05,02,13,1.0
41722420,ravel rooftop,queens,808,queens plaza south,11101.0,7182896101,american,7,10.923076923076923,2.3076923076923075,0,13,2019,05,02,13,1.0
50000589,el nuevo bohio restaurant,bronx,791,east tremont avenue,10460.0,7182994218,latin cuban dominican puerto rican south  central american,19,18.6875,1.78125,0,32,2019,05,02,32,1.0
50000738,dannas deli  pizzeria,queens,16908,crocheron ave,11358.0,7188780042,latin cuban dominican puerto rican south  central american,21,22.022222222222222,0.7708333333333334,0,46,2019,05,02,48,0.9583333333333334
50003404,red room,manhattan,85,e 4th st,10003.0,2124755400,bottled beverages including water sodas juices etc,7,12.333333333333334,1.8461538461538463,0,13,2019,05,02,13,1.0
50003764,el paso mexican grill,brooklyn,1610,newkirk ave,11226.0,9179661555,mexican,36,22.672131147540984,0.9836065573770492,0,59,2019,05,02,61,0.9672131147540983
50005678,emily,brooklyn,919,fulton st,11238.0,3478449588,american,8,11.947368421052632,2.0,0,21,2019,05,02,21,1.0
50006419,ako japanese restaurant,brooklyn,205,bedford ave,11211.0,7183022035,japanese,26,28.714285714285715,0.84,0,48,2019,05,02,50,0.96
50007471,coco fresh tea  juice,queens,4540,bell blvd,11361.0,7182258810,cafãcoffeetea,4,11.25,1.5,0,16,2019,05,02,16,1.0
50008761,meadowsweet,brooklyn,149,broadway,11211.0,7183840673,american,12,11.11111111111111,2.210526315789474,0,19,2019,05,02,19,1.0
50010210,haru,manhattan,229,w 43rd st,10036.0,2123989810,japanese,5,9.666666666666666,3.0,0,15,2019,05,02,15,1.0
50010893,greene grape annex,brooklyn,753,fulton st,11217.0,7188584791,american,61,37.80582524271845,0.5925925925925926,0,104,2019,05,02,108,0.9629629629629629
50011230,cafe frederick harlem parlor,manhattan,2104,frederick douglass blvd,10026.0,2122221987,american,14,15.206896551724139,1.935483870967742,0,31,2019,05,02,31,1.0
50011236,sort of wine bar,brooklyn,639,driggs ave,11211.0,3477213074,tapas,6,10.333333333333334,2.5714285714285716,0,14,2019,05,02,14,1.0
50011353,the hideaway seaport,manhattan,22,peck slip,10038.0,2123852222,american,23,20.0,1.3043478260869565,0,46,2019,05,02,46,1.0
50011723,new fresco tortillas tommys kitchen,bronx,1041,morris park ave,10461.0,7188928681,chinesecuban,28,22.093023255813954,0.8372093023255814,0,43,2019,05,02,43,1.0
50011937,muscle maker grill,manhattan,1099,2nd ave,10022.0,6468959533,american,45,24.52054794520548,0.75,0,80,2019,05,02,84,0.9523809523809523
50012356,texas chicken  burgers,manhattan,151,e 103rd st,10029.0,9173304730,chicken,18,13.272727272727273,1.696969696969697,0,33,2019,05,02,33,1.0
50014830,judy  punch,queens,3408,30th ave,11103.0,7187914538,other,27,21.367346938775512,1.0588235294117647,0,51,2019,05,02,51,1.0
50014942,nuhma,queens,3315,greenpoint ave,11101.0,2126731806,asian,4,12.25,1.875,0,8,2019,05,02,8,1.0
50015012,ny family pizza,staten island,1880,hylan blvd,10305.0,7189877000,pizzaitalian,16,12.36,1.4444444444444444,0,27,2019,05,02,27,1.0
50015134,sapienza,queens,16424,crossbay blvd,11414.0,7183234011,delicatessen,49,23.84,0.9090909090909091,0,73,2019,05,02,77,0.948051948051948
50015846,la ruana paisa,queens,9203,37th ave,11372.0,7185078191,latin cuban dominican puerto rican south  central american,54,33.46913580246913,0.5903614457831325,0,77,2019,05,02,83,0.927710843373494
50015967,la pizzeria,queens,2501,jackson ave,11101.0,7184332500,pizza,10,12.678571428571429,2.0357142857142856,0,28,2019,05,02,28,1.0
50016246,dig inn seasonal market,manhattan,1178,broadway,10001.0,2125457867,american,25,14.722222222222221,1.1666666666666667,0,36,2019,05,02,36,1.0
50016664,auntie annes pretzels pinkberry,manhattan,151,w 34th st,10001.0,2125940018,hotdogspretzels,21,16.727272727272727,1.5588235294117647,0,33,2019,05,02,34,0.9705882352941176
50016880,hing hung kitchen,brooklyn,619,nostrand ave,11216.0,7187733076,chinese,27,34.17857142857143,0.9473684210526315,0,55,2019,05,02,57,0.9649122807017544
50017154,haat bazaar,queens,3711,73rd st,11372.0,7182058588,bangladeshi,54,36.70652173913044,0.5217391304347826,0,90,2019,05,02,92,0.9782608695652174
50017976,tropical twist bakery  restaurant,brooklyn,1081,flatbush ave,11226.0,3474137860,caribbean,31,16.563636363636363,1.1818181818181819,0,55,2019,05,02,55,1.0
50017990,dennys,brooklyn,805,pennsylvania ave,11207.0,7182720301,american,25,18.627118644067796,0.8888888888888888,0,63,2019,05,02,63,1.0
50018149,101 meat shop,queens,11601,101st ave,11419.0,7184419333,indian,34,30.69090909090909,0.8421052631578947,0,57,2019,05,02,57,1.0
50018288,ootoya,manhattan,41,e 11th st,10003.0,2124734300,japanese,22,17.35,1.5,0,40,2019,05,02,40,1.0
50019085,gina mexicana,manhattan,145,e 61st st,10065.0,2125273700,texmex,22,24.8,1.3333333333333333,0,36,2019,05,02,36,1.0
50033304,astoria pizza,queens,3204b,30th ave,11102.0,7185451313,pizza,15,14.470588235294118,1.5,0,36,2019,05,02,36,1.0
50035537,zoni cantina and cocina,manhattan,41,w 33rd st,10001.0,2125645897,latin cuban dominican puerto rican south  central american,19,35.44117647058823,0.8235294117647058,1,34,2019,05,02,34,1.0
50037421,steak and hoagies,manhattan,1657,madison ave,10029.0,9174925001,chinese,52,25.736263736263737,1.0,0,93,2019,05,02,93,1.0
50037464,sarku japan,brooklyn,11114,flatlands ave,11207.0,7182575802,japanese,41,21.033898305084747,1.1355932203389831,0,59,2019,05,02,59,1.0
50037622,tepache,brooklyn,361,halsey st,11216.0,7184847701,mexican,28,14.727272727272727,1.2954545454545454,0,44,2019,05,02,44,1.0
50037810,shangrila vegetarian,brooklyn,7400,3rd ave,11209.0,7188360333,asian,36,25.37037037037037,0.8448275862068966,0,54,2019,05,02,58,0.9310344827586207
50039873,namaste,brooklyn,195,5th ave,11217.0,7188571951,indian,22,16.097560975609756,1.5121951219512195,0,41,2019,05,02,41,1.0
50043293,bo ca phe,manhattan,222,lafayette st,10012.0,6468821939,asian,30,14.13953488372093,1.288888888888889,0,45,2019,05,02,45,1.0
50043524,acri cafe,bronx,1315,commerce ave,10461.0,7188296000,pizzaitalian,34,22.67241379310345,0.8305084745762712,0,59,2019,05,02,59,1.0
50043658,hardee,brooklyn,351,myrtle ave,11205.0,3478897210,chinese,41,29.25,1.0714285714285714,0,56,2019,05,02,56,1.0
50043950,el cantinero poblano,bronx,231,brook ave,10454.0,9177018109,american,8,21.875,0.8823529411764706,0,17,2019,05,02,17,1.0
50044307,amorino,manhattan,721,8th ave,10036.0,2124450101,ice cream gelato yogurt ices,5,9.928571428571429,3.0,0,14,2019,05,02,14,1.0
50044701,meme,manhattan,607,10th ave,10036.0,9172620827,mediterranean,17,15.09375,1.96875,0,32,2019,05,02,32,1.0
50044957,annie 88 express,brooklyn,880,nostrand ave,11225.0,7183638383,chinese,7,10.538461538461538,3.0,0,13,2019,05,02,13,1.0
50045375,lettuce eat,bronx,1633,crosby ave,10461.0,7189425757,american,20,15.580645161290322,1.65625,0,32,2019,05,02,32,1.0
50047067,starbucks coffee 22596,brooklyn,154,n 7th st,11249.0,7183840152,cafãcoffeetea,7,13.466666666666667,1.4285714285714286,0,19,2019,05,02,21,0.9047619047619048
50047518,yosweets,manhattan,756,w 181st st,10033.0,6466918712,ice cream gelato yogurt ices,10,14.578947368421053,2.210526315789474,0,19,2019,05,02,19,1.0
50047614,crown fried chicken,brooklyn,3149,fulton st,11208.0,7182352819,chicken,52,28.0,1.04,0,67,2019,05,02,75,0.8933333333333333
50047727,nylc lounge,bronx,2450,grand concourse,10458.0,9174761323,cafãcoffeetea,3,7.8,2.4,0,8,2019,05,02,10,0.8
50049359,domenico vacca,manhattan,15,w 55th st,10019.0,9179034020,cafãcoffeetea,14,16.166666666666668,1.3076923076923077,0,26,2019,05,02,26,1.0
50050447,taco today,manhattan,1659,1st ave,10028.0,2129968191,mexican,25,18.024390243902438,0.8837209302325582,0,41,2019,05,02,43,0.9534883720930233
50051766,gregorys coffee,brooklyn,16,court st,11241.0,9293376368,cafãcoffeetea,23,14.181818181818182,1.6363636363636365,0,33,2019,05,02,33,1.0
50051839,e noodle,brooklyn,8619,5th ave,11209.0,7182383303,chinese,22,28.88888888888889,1.2222222222222223,0,34,2019,05,02,36,0.9444444444444444
50052178,grace delicious kitchen inc,brooklyn,2687,pitkin ave,11208.0,7188275722,caribbean,26,27.70909090909091,0.8,0,53,2019,05,02,55,0.9636363636363636
50052924,blossom dujour,manhattan,617,9th ave,10036.0,6469983535,vegetarian,35,19.0,0.9710144927536232,0,69,2019,05,02,69,1.0
50055123,chipotle mexcian grill  2760,queens,2614,jackson ave,11101.0,7187842706,mexican,6,12.26086956521739,1.9565217391304348,0,23,2019,05,02,23,1.0
50055639,la newyorkina,manhattan,240,sullivan st,10012.0,6468610727,ice cream gelato yogurt ices,4,8.571428571428571,3.0,0,7,2019,05,02,7,1.0
50056178,milk bar nolita,manhattan,246,mott st,10012.0,3472425762,cafãcoffeetea,6,6.444444444444445,1.6666666666666667,0,9,2019,05,02,9,1.0
50057001,bedstuy fishfry,brooklyn,827,nostrand ave,11225.0,3474420050,soul food,20,23.10810810810811,1.2105263157894737,0,37,2019,05,02,38,0.9736842105263158
50057982,ki sushi,brooklyn,282,flatbush ave,11217.0,7182301381,japanese,12,19.4,1.65,0,20,2019,05,02,20,1.0
50057995,amazon nyc,manhattan,7,w 34th st,10001.0,9173092522,american,9,15.933333333333334,2.0,0,15,2019,05,02,15,1.0
50058046,mar mar restaurant,staten island,370,forest ave,10301.0,7185562220,mediterranean,18,17.77777777777778,1.0666666666666667,0,45,2019,05,02,45,1.0
50059778,emmy squared,brooklyn,364,grand st,11211.0,7183604535,pizza,25,35.45454545454545,0.5217391304347826,0,46,2019,05,02,46,1.0
50060290,ollin restaurant,manhattan,339,e 108th st,10029.0,2128283644,latin cuban dominican puerto rican south  central american,2,11.666666666666666,2.5714285714285716,0,7,2019,05,02,7,1.0
50060293,aoc east,manhattan,1590,1st ave,10028.0,6469985749,french,11,21.23076923076923,0.42857142857142855,0,22,2019,05,02,28,0.7857142857142857
50060917,21st lic deli  grocery,queens,4344,21st st,11101.0,5166673606,delicatessen,15,21.419354838709676,1.3548387096774193,0,31,2019,05,02,31,1.0
50061027,millie peartree fish fry  soul food,bronx,2558,grand concourse,10458.0,7185625104,soul food,15,22.1,1.4,0,20,2019,05,02,20,1.0
50062733,tom and joans whiskey bar,brooklyn,437,graham ave,11211.0,631_365_38,american,2,8.0,3.0,0,5,2019,05,02,5,1.0
50063080,burger urway,brooklyn,1846,e new york ave,11207.0,3476632315,hamburgers,30,28.74074074074074,0.75,0,56,2019,05,02,56,1.0
50063908,european coffee bakery,queens,6908,fresh pond rd,11385.0,6462886632,bakery,7,10.777777777777779,3.0,0,9,2019,05,02,9,1.0
50064056,porto salvo,bronx,424,e 161st st,10451.0,9293767866,italian,11,17.11111111111111,1.6666666666666667,0,18,2019,05,02,18,1.0
50064986,bienangys rinconcito dulce,manhattan,1650,saint nicholas ave,10040.0,6468506637,latin cuban dominican puerto rican south  central american,29,17.170731707317074,1.1777777777777778,0,45,2019,05,02,45,1.0
50066349,sweet chick,brooklyn,636,carlton ave,11238.0,7184847724,american,28,23.0,0.6153846153846154,0,39,2019,05,02,39,1.0
50066417,chazz palminteri italian restaurant,manhattan,30,w 46th st,10036.0,2123555540,american,11,15.272727272727273,1.6363636363636365,0,22,2019,05,02,22,1.0
50068094,mi visabuelo chimi,brooklyn,3195,fulton st,11208.0,3473351168,spanish,12,16.916666666666668,1.0,0,24,2019,05,02,24,1.0
50069122,jin ramen  sushi,queens,6641,fresh pond rd,11385.0,3479873959,japanese,9,22.666666666666668,1.2,0,15,2019,05,02,15,1.0
50069698,bar basic,brooklyn,71,7th ave,11217.0,3473483046,hamburgers,9,15.76923076923077,0.9230769230769231,0,13,2019,05,02,13,1.0
50069752,macdougal street alehouse,manhattan,122,macdougal st,10012.0,2122540006,american,8,11.88888888888889,1.6666666666666667,0,18,2019,05,02,18,1.0
50070078,brooklyn label,brooklyn,180,franklin street,11222.0,3109987706,american,30,25.69811320754717,0.7924528301886793,0,53,2019,05,02,53,1.0
50070680,ciao bella,manhattan,257,7th ave,10001.0,2122654050,pizzaitalian,15,19.64,1.2,0,25,2019,05,02,25,1.0
50070877,southern girls soul food,queens,21828,merrick blvd,11413.0,7189490400,soul food,30,51.59574468085106,0.0,1,48,2019,05,02,48,1.0
50071185,bakers pizza  espresso,manhattan,754,10th ave,10019.0,9172620722,pizza,12,21.5,0.6666666666666666,0,24,2019,05,02,24,1.0
50071352,mr crab,queens,3464,junction blvd,11372.0,7187953393,seafood,22,16.542857142857144,1.135135135135135,0,37,2019,05,02,37,1.0
50072000,prospect pizza,brooklyn,599,flatbush ave,11225.0,3476634410,pizza,7,23.666666666666668,1.0,0,12,2019,05,02,12,1.0
50072094,hohhot coffee,brooklyn,1500,sheepshead bay rd,11235.0,7188918098,bakery,17,19.23076923076923,1.3846153846153846,0,26,2019,05,02,26,1.0
50072126,nagles bagels,brooklyn,1038,nostrand ave,11225.0,5017332428,cafãcoffeetea,27,40.48936170212766,0.41379310344827586,0,58,2019,05,02,58,1.0
50072137,hero thai  izakaya,queens,3416,broadway,11106.0,7189328826,thai,23,20.842105263157894,1.105263157894737,0,38,2019,05,02,38,1.0
50073152,local pourhouse,queens,21311,41st ave,11361.0,5167902632,american,8,16.666666666666668,0.9230769230769231,0,13,2019,05,02,13,1.0
50073159,the chameleon bk,brooklyn,546,flatbush ave,11225.0,9292343210,cafãcoffeetea,3,9.142857142857142,3.0,0,7,2019,05,02,7,1.0
50073809,peachwave,bronx,2374,grand concourse,10458.0,3475902124,ice cream gelato yogurt ices,2,8.428571428571429,3.0,0,7,2019,05,02,7,1.0
50074603,chickfila at fulton street,manhattan,144,fulton st,10038.0,6468697304,chicken,3,9.333333333333334,2.25,0,8,2019,05,02,8,1.0
50075108,cream coffee shop,brooklyn,7210,3rd ave,11209.0,7183335288,cafãcoffeetea,3,7.857142857142857,3.0,0,7,2019,05,02,7,1.0
50075252,asian wok,manhattan,88,fulton st,10038.0,2127660821,asian,20,31.857142857142858,0.8571428571428571,0,33,2019,05,02,35,0.9428571428571428
50075535,jimbos restaurant,queens,3005,astoria blvd,11102.0,7182042087,greek,4,19.5,0.0,0,9,2019,05,02,9,1.0
50076107,lucky,manhattan,168,avenue b,10009.0,2127773111,other,8,31.727272727272727,0.0,0,11,2019,05,02,11,1.0
50076529,amber asian bistro,bronx,2960,middletown rd,10461.0,7188288808,asian,11,13.0,0.5,0,16,2019,05,02,16,1.0
50077169,serendipity 3,manhattan,225,e 60th st,10022.0,2128383531,american,11,20.41176470588235,1.2352941176470589,0,17,2019,05,02,17,1.0
50077226,okawa,queens,7705a,37th ave,11372.0,7186721818,japanese,5,27.142857142857142,0.8571428571428571,0,7,2019,05,02,7,1.0
50078067,china express,brooklyn,4106,avenue d,11203.0,7184622778,chinese,24,32.0,0.55,0,39,2019,05,02,40,0.975
50078448,grand astoria family pizza,queens,1927,ditmars blvd,11105.0,9178212766,pizza,14,26.130434782608695,0.6666666666666666,0,24,2019,05,02,24,1.0
50079499,sugar  water nyc,queens,2914,23rd ave,11105.0,7164662030,donuts,3,37.5,0.0,0,5,2019,05,02,6,0.8333333333333334
50079530,the calabash experience,queens,21706,merrick blvd,11413.0,7188106794,caribbean,12,19.85,0.8,0,20,2019,05,02,20,1.0
50079930,mah kennedy fried chicken,staten island,416,jersey st,10301.0,7189812400,chicken,14,19.142857142857142,0.7272727272727273,0,22,2019,05,02,22,1.0
50081226,eddies ny deli  pizza,manhattan,184,e 116th st,10029.0,9176393594,pizza,6,10.636363636363637,1.9090909090909092,0,11,2019,05,02,11,1.0
50081248,skewr kabob kitchen,manhattan,34,e 23rd st,10010.0,5167211722,mediterranean,14,18.047619047619047,0.2608695652173913,0,23,2019,05,02,23,1.0
50081357,asian king,brooklyn,2827,coney island ave,11235.0,7183680008,asian,24,40.96774193548387,0.5588235294117647,0,34,2019,05,02,34,1.0
50081505,be in good health,queens,22717,merrick blvd,11413.0,7186647653,cafãcoffeetea,7,33.0,1.0,0,9,2019,05,02,9,1.0
50081579,my bellys playlist,manhattan,89,washington st,10006.0,9173386846,sandwichessaladsmixed buffet,14,33.55555555555556,0.6,0,20,2019,05,02,20,1.0
50081836,chef pho  peking roast duck,manhattan,858,8th ave,10019.0,2124593607,vietnamesecambodianmalaysia,13,25.6,0.9,0,18,2019,05,02,20,0.9
50082627,churro cone,manhattan,131,avenue a,10009.0,6462434903,ice cream gelato yogurt ices,2,22.0,0.0,0,6,2019,05,02,7,0.8571428571428571
